Symbol,Name,결산월,회계년,주기,asset,conm,regist_num,year
A060370,KT서브마린,12,2020,Annual,,(주)케이티서브마린,618-81-18519,2020
A060370,KT서브마린,12,2021,Annual,,(주)케이티서브마린,618-81-18519,2021
A078140,대봉엘에스,12,2017,Annual,80449254 ,대봉엘에스(주),139-81-19806,2017
A078140,대봉엘에스,12,2018,Annual,86934063 ,대봉엘에스(주),139-81-19806,2018
A078140,대봉엘에스,12,2019,Annual,102125115 ,대봉엘에스(주),139-81-19806,2019
A078140,대봉엘에스,12,2020,Annual,,대봉엘에스(주),139-81-19806,2020
A078140,대봉엘에스,12,2021,Annual,,대봉엘에스(주),139-81-19806,2021
A004650,창해에탄올,12,2017,Annual,383132532 ,(주)창해에탄올,416-81-00072,2017
A004650,창해에탄올,12,2018,Annual,365404238 ,(주)창해에탄올,416-81-00072,2018
A004650,창해에탄올,12,2019,Annual,193042599 ,(주)창해에탄올,416-81-00072,2019
A004650,창해에탄올,12,2020,Annual,,(주)창해에탄올,416-81-00072,2020
A004650,창해에탄올,12,2021,Annual,,(주)창해에탄올,416-81-00072,2021
A317240,TS트릴리온,12,2017,Annual,9272579 ,(주)티에스트릴리온,425-87-01422,2017
A317240,TS트릴리온,12,2018,Annual,28605721 ,(주)티에스트릴리온,425-87-01422,2018
A317240,TS트릴리온,12,2019,Annual,32198304 ,(주)티에스트릴리온,425-87-01422,2019
A317240,TS트릴리온,12,2020,Annual,,(주)티에스트릴리온,425-87-01422,2020
A317240,TS트릴리온,12,2021,Annual,,(주)티에스트릴리온,425-87-01422,2021
A014530,극동유화,12,2017,Annual,268503821 ,극동유화(주),621-81-00510,2017
A014530,극동유화,12,2018,Annual,280142460 ,극동유화(주),621-81-00510,2018
A014530,극동유화,12,2019,Annual,289929212 ,극동유화(주),621-81-00510,2019
A014530,극동유화,12,2020,Annual,,극동유화(주),621-81-00510,2020
A014530,극동유화,12,2021,Annual,,극동유화(주),621-81-00510,2021
A019660,글로본,12,2017,Annual,28697292 ,글로본(주),116-81-16261,2017
A019660,글로본,12,2018,Annual,47555586 ,글로본(주),116-81-16261,2018
A019660,글로본,12,2019,Annual,33229332 ,글로본(주),116-81-16261,2019
A019660,글로본,12,2020,Annual,,글로본(주),116-81-16261,2020
A019660,글로본,12,2021,Annual,,글로본(주),116-81-16261,2021
A069510,에스텍,12,2017,Annual,184421038 ,에스텍(주),621-81-35775,2017
A069510,에스텍,12,2018,Annual,195157174 ,에스텍(주),621-81-35775,2018
A069510,에스텍,12,2019,Annual,213913142 ,에스텍(주),621-81-35775,2019
A069510,에스텍,12,2020,Annual,,에스텍(주),621-81-35775,2020
A069510,에스텍,12,2021,Annual,,에스텍(주),621-81-35775,2021
A024950,삼천리자전거,12,2017,Annual,167136246 ,삼천리자전거(주),119-81-07359,2017
A024950,삼천리자전거,12,2018,Annual,161804734 ,삼천리자전거(주),119-81-07359,2018
A024950,삼천리자전거,12,2019,Annual,146726691 ,삼천리자전거(주),119-81-07359,2019
A024950,삼천리자전거,12,2020,Annual,,삼천리자전거(주),119-81-07359,2020
A024950,삼천리자전거,12,2021,Annual,,삼천리자전거(주),119-81-07359,2021
A126600,코프라,12,2017,Annual,142292865 ,(주)코프라,133-81-34551,2017
A126600,코프라,12,2018,Annual,167381777 ,(주)코프라,133-81-34551,2018
A126600,코프라,12,2019,Annual,156410475 ,(주)코프라,133-81-34551,2019
A126600,코프라,12,2020,Annual,,(주)코프라,133-81-34551,2020
A126600,코프라,12,2021,Annual,,(주)코프라,133-81-34551,2021
A182360,큐브엔터,12,2017,Annual,22136132 ,(주)큐브엔터테인먼트,107-87-99106,2017
A182360,큐브엔터,12,2018,Annual,28829632 ,(주)큐브엔터테인먼트,107-87-99106,2018
A182360,큐브엔터,12,2019,Annual,32002669 ,(주)큐브엔터테인먼트,107-87-99106,2019
A182360,큐브엔터,12,2020,Annual,,(주)큐브엔터테인먼트,107-87-99106,2020
A182360,큐브엔터,12,2021,Annual,,(주)큐브엔터테인먼트,107-87-99106,2021
A100840,S&TC,12,2017,Annual,300266693 ,(주)S&TC,609-81-81774,2017
A100840,S&TC,12,2018,Annual,280991534 ,(주)S&TC,609-81-81774,2018
A100840,S&TC,12,2019,Annual,333897235 ,(주)S&TC,609-81-81774,2019
A100840,S&TC,12,2020,Annual,,(주)S&TC,609-81-81774,2020
A100840,S&TC,12,2021,Annual,,(주)S&TC,609-81-81774,2021
A900250,크리스탈신소재,12,2017,Annual,239848655 ,차이나크리스탈신소재홀딩스,000-81-20016,2017
A900250,크리스탈신소재,12,2018,Annual,279175045 ,차이나크리스탈신소재홀딩스,000-81-20016,2018
A900250,크리스탈신소재,12,2019,Annual,298762118 ,차이나크리스탈신소재홀딩스,000-81-20016,2019
A900250,크리스탈신소재,12,2020,Annual,,차이나크리스탈신소재홀딩스,000-81-20016,2020
A900250,크리스탈신소재,12,2021,Annual,,차이나크리스탈신소재홀딩스,000-81-20016,2021
A244920,에이플러스에셋,12,2017,Annual,91181137 ,(주)에이플러스에셋어드바이저,214-88-10653,2017
A244920,에이플러스에셋,12,2018,Annual,98562790 ,(주)에이플러스에셋어드바이저,214-88-10653,2018
A244920,에이플러스에셋,12,2019,Annual,246434764 ,(주)에이플러스에셋어드바이저,214-88-10653,2019
A244920,에이플러스에셋,12,2020,Annual,,(주)에이플러스에셋어드바이저,214-88-10653,2020
A244920,에이플러스에셋,12,2021,Annual,,(주)에이플러스에셋어드바이저,214-88-10653,2021
A002880,대유에이텍,12,2017,Annual,896203333 ,(주)대유에이텍,127-81-00094,2017
A002880,대유에이텍,12,2018,Annual,889580574 ,(주)대유에이텍,127-81-00094,2018
A002880,대유에이텍,12,2019,Annual,1117314246 ,(주)대유에이텍,127-81-00094,2019
A002880,대유에이텍,12,2020,Annual,,(주)대유에이텍,127-81-00094,2020
A002880,대유에이텍,12,2021,Annual,,(주)대유에이텍,127-81-00094,2021
A052220,iMBC,12,2017,Annual,65406293 ,(주)아이엠비씨,107-81-78996,2017
A052220,iMBC,12,2018,Annual,62433022 ,(주)아이엠비씨,107-81-78996,2018
A052220,iMBC,12,2019,Annual,66610004 ,(주)아이엠비씨,107-81-78996,2019
A052220,iMBC,12,2020,Annual,,(주)아이엠비씨,107-81-78996,2020
A052220,iMBC,12,2021,Annual,,(주)아이엠비씨,107-81-78996,2021
A038870,에코바이오,12,2017,Annual,110443550 ,에코바이오홀딩스(주),229-81-28817,2017
A038870,에코바이오,12,2018,Annual,124022274 ,에코바이오홀딩스(주),229-81-28817,2018
A038870,에코바이오,12,2019,Annual,74587723 ,에코바이오홀딩스(주),229-81-28817,2019
A038870,에코바이오,12,2020,Annual,,에코바이오홀딩스(주),229-81-28817,2020
A038870,에코바이오,12,2021,Annual,,에코바이오홀딩스(주),229-81-28817,2021
A900310,컬러레이,12,2017,Annual,120119090 ,컬러레이홀딩스,000-81-20023,2017
A900310,컬러레이,12,2018,Annual,140529363 ,컬러레이홀딩스,000-81-20023,2018
A900310,컬러레이,12,2019,Annual,167545509 ,컬러레이홀딩스,000-81-20023,2019
A900310,컬러레이,12,2020,Annual,,컬러레이홀딩스,000-81-20023,2020
A900310,컬러레이,12,2021,Annual,,컬러레이홀딩스,000-81-20023,2021
A011810,STX,12,2017,Annual,627542000 ,(주)STX,609-81-01917,2017
A011810,STX,12,2018,Annual,554061000 ,(주)STX,609-81-01917,2018
A011810,STX,12,2019,Annual,560107000 ,(주)STX,609-81-01917,2019
A011810,STX,12,2020,Annual,,(주)STX,609-81-01917,2020
A011810,STX,12,2021,Annual,,(주)STX,609-81-01917,2021
A064800,젬백스링크,12,2017,Annual,382407315 ,(주)젬백스링크,119-81-37606,2017
A064800,젬백스링크,12,2018,Annual,188999659 ,(주)젬백스링크,119-81-37606,2018
A064800,젬백스링크,12,2019,Annual,187733153 ,(주)젬백스링크,119-81-37606,2019
A064800,젬백스링크,12,2020,Annual,,(주)젬백스링크,119-81-37606,2020
A064800,젬백스링크,12,2021,Annual,,(주)젬백스링크,119-81-37606,2021
A038070,서린바이오,12,2017,Annual,71038280 ,(주)서린바이오사이언스,213-86-04488,2017
A038070,서린바이오,12,2018,Annual,71111770 ,(주)서린바이오사이언스,213-86-04488,2018
A038070,서린바이오,12,2019,Annual,80707446 ,(주)서린바이오사이언스,213-86-04488,2019
A038070,서린바이오,12,2020,Annual,,(주)서린바이오사이언스,213-86-04488,2020
A038070,서린바이오,12,2021,Annual,,(주)서린바이오사이언스,213-86-04488,2021
A090470,제이스텍,12,2017,Annual,181942500 ,(주)제이스텍,130-81-48610,2017
A090470,제이스텍,12,2018,Annual,143329237 ,(주)제이스텍,130-81-48610,2018
A090470,제이스텍,12,2019,Annual,152785429 ,(주)제이스텍,130-81-48610,2019
A090470,제이스텍,12,2020,Annual,,(주)제이스텍,130-81-48610,2020
A090470,제이스텍,12,2021,Annual,,(주)제이스텍,130-81-48610,2021
A056700,신화인터텍,12,2017,Annual,195978756 ,신화인터텍(주),124-81-35935,2017
A056700,신화인터텍,12,2018,Annual,200454306 ,신화인터텍(주),124-81-35935,2018
A056700,신화인터텍,12,2019,Annual,184128026 ,신화인터텍(주),124-81-35935,2019
A056700,신화인터텍,12,2020,Annual,,신화인터텍(주),124-81-35935,2020
A056700,신화인터텍,12,2021,Annual,,신화인터텍(주),124-81-35935,2021
A072470,우리산업홀딩스,12,2017,Annual,381354156 ,우리산업홀딩스(주),135-81-04164,2017
A072470,우리산업홀딩스,12,2018,Annual,389910894 ,우리산업홀딩스(주),135-81-04164,2018
A072470,우리산업홀딩스,12,2019,Annual,395296111 ,우리산업홀딩스(주),135-81-04164,2019
A072470,우리산업홀딩스,12,2020,Annual,,우리산업홀딩스(주),135-81-04164,2020
A072470,우리산업홀딩스,12,2021,Annual,,우리산업홀딩스(주),135-81-04164,2021
A042520,한스바이오메드,9,2017,Annual,80190379 ,한스바이오메드(주),206-81-17637,2017
A042520,한스바이오메드,9,2018,Annual,91740745 ,한스바이오메드(주),206-81-17637,2018
A042520,한스바이오메드,9,2019,Annual,134094823 ,한스바이오메드(주),206-81-17637,2019
A042520,한스바이오메드,9,2020,Annual,131806491 ,한스바이오메드(주),206-81-17637,2020
A042520,한스바이오메드,9,2021,Annual,,한스바이오메드(주),206-81-17637,2021
A297890,엘이티,12,2017,Annual,17757252 ,(주)엘이티,129-81-44690,2017
A297890,엘이티,12,2018,Annual,39657087 ,(주)엘이티,129-81-44690,2018
A297890,엘이티,12,2019,Annual,53601903 ,(주)엘이티,129-81-44690,2019
A297890,엘이티,12,2020,Annual,,(주)엘이티,129-81-44690,2020
A297890,엘이티,12,2021,Annual,,(주)엘이티,129-81-44690,2021
A020710,시공테크,12,2017,Annual,129465894 ,(주)시공테크,120-81-26128,2017
A020710,시공테크,12,2018,Annual,122123723 ,(주)시공테크,120-81-26128,2018
A020710,시공테크,12,2019,Annual,155221788 ,(주)시공테크,120-81-26128,2019
A020710,시공테크,12,2020,Annual,,(주)시공테크,120-81-26128,2020
A020710,시공테크,12,2021,Annual,,(주)시공테크,120-81-26128,2021
A078000,텔코웨어,12,2017,Annual,119150756 ,텔코웨어(주),120-81-97865,2017
A078000,텔코웨어,12,2018,Annual,125823445 ,텔코웨어(주),120-81-97865,2018
A078000,텔코웨어,12,2019,Annual,127373937 ,텔코웨어(주),120-81-97865,2019
A078000,텔코웨어,12,2020,Annual,,텔코웨어(주),120-81-97865,2020
A078000,텔코웨어,12,2021,Annual,,텔코웨어(주),120-81-97865,2021
A038680,에스넷,12,2017,Annual,148097375 ,에스넷시스템(주),120-81-86581,2017
A038680,에스넷,12,2018,Annual,150008719 ,에스넷시스템(주),120-81-86581,2018
A038680,에스넷,12,2019,Annual,172122910 ,에스넷시스템(주),120-81-86581,2019
A038680,에스넷,12,2020,Annual,,에스넷시스템(주),120-81-86581,2020
A038680,에스넷,12,2021,Annual,,에스넷시스템(주),120-81-86581,2021
A048910,대원미디어,12,2017,Annual,104349222 ,대원미디어(주),106-81-03487,2017
A048910,대원미디어,12,2018,Annual,125572798 ,대원미디어(주),106-81-03487,2018
A048910,대원미디어,12,2019,Annual,136139045 ,대원미디어(주),106-81-03487,2019
A048910,대원미디어,12,2020,Annual,,대원미디어(주),106-81-03487,2020
A048910,대원미디어,12,2021,Annual,,대원미디어(주),106-81-03487,2021
A192250,케이사인,12,2017,Annual,73192849 ,(주)케이사인,114-87-13936,2017
A192250,케이사인,12,2018,Annual,70392703 ,(주)케이사인,114-87-13936,2018
A192250,케이사인,12,2019,Annual,66893962 ,(주)케이사인,114-87-13936,2019
A192250,케이사인,12,2020,Annual,,(주)케이사인,114-87-13936,2020
A192250,케이사인,12,2021,Annual,,(주)케이사인,114-87-13936,2021
A241520,DSC인베스트먼트,12,2017,Annual,40320153 ,디에스씨인베스트먼트(주),220-88-31804,2017
A241520,DSC인베스트먼트,12,2018,Annual,48398502 ,디에스씨인베스트먼트(주),220-88-31804,2018
A241520,DSC인베스트먼트,12,2019,Annual,52132842 ,디에스씨인베스트먼트(주),220-88-31804,2019
A241520,DSC인베스트먼트,12,2020,Annual,,디에스씨인베스트먼트(주),220-88-31804,2020
A241520,DSC인베스트먼트,12,2021,Annual,,디에스씨인베스트먼트(주),220-88-31804,2021
A099750,이지케어텍,3,2017,Annual,39215213 ,이지케어텍(주),101-81-67322,2017
A099750,이지케어텍,3,2018,Annual,57829246 ,이지케어텍(주),101-81-67322,2018
A099750,이지케어텍,3,2019,Annual,58410913 ,이지케어텍(주),101-81-67322,2019
A099750,이지케어텍,3,2020,Annual,,이지케어텍(주),101-81-67322,2020
A099750,이지케어텍,3,2021,Annual,,이지케어텍(주),101-81-67322,2021
A088390,이녹스,12,2017,Annual,261737627 ,(주)이녹스,125-81-40130,2017
A088390,이녹스,12,2018,Annual,212783415 ,(주)이녹스,125-81-40130,2018
A088390,이녹스,12,2019,Annual,200991055 ,(주)이녹스,125-81-40130,2019
A088390,이녹스,12,2020,Annual,,(주)이녹스,125-81-40130,2020
A088390,이녹스,12,2021,Annual,,(주)이녹스,125-81-40130,2021
A032560,황금에스티,12,2017,Annual,363642735 ,(주)황금에스티,107-81-18697,2017
A032560,황금에스티,12,2018,Annual,406187489 ,(주)황금에스티,107-81-18697,2018
A032560,황금에스티,12,2019,Annual,399117766 ,(주)황금에스티,107-81-18697,2019
A032560,황금에스티,12,2020,Annual,,(주)황금에스티,107-81-18697,2020
A032560,황금에스티,12,2021,Annual,,(주)황금에스티,107-81-18697,2021
A057030,YBM넷,12,2017,Annual,79178255 ,(주)와이비엠넷,220-81-89608,2017
A057030,YBM넷,12,2018,Annual,77324148 ,(주)와이비엠넷,220-81-89608,2018
A057030,YBM넷,12,2019,Annual,75749192 ,(주)와이비엠넷,220-81-89608,2019
A057030,YBM넷,12,2020,Annual,,(주)와이비엠넷,220-81-89608,2020
A057030,YBM넷,12,2021,Annual,,(주)와이비엠넷,220-81-89608,2021
A001380,SG충방,12,2017,Annual,197415490 ,(주)에스지충방,314-81-08778,2017
A001380,SG충방,12,2018,Annual,199625376 ,(주)에스지충방,314-81-08778,2018
A001380,SG충방,12,2019,Annual,204066348 ,(주)에스지충방,314-81-08778,2019
A001380,SG충방,12,2020,Annual,,(주)에스지충방,314-81-08778,2020
A001380,SG충방,12,2021,Annual,,(주)에스지충방,314-81-08778,2021
